question,create_table,sql,table_name
Name the least total kurdistan list,"CREATE TABLE 1-24440361-1 (
  ""Governorate"" TEXT,
  ""Kurdistan_Democratic_Party"" TEXT,
  ""Patriotic_Union_of_Kurdistan"" TEXT,
  ""Total_Kurdistan_List"" TEXT,
  ""Total_Governorate_Seats"" TEXT
);","SELECT MIN(""Total_Kurdistan_List"") FROM 1-24440361-1",1-24440361-1
What home has 46 points?,"CREATE TABLE 2-17190456-7 (
  ""Date"" TEXT,
  ""Visitor"" TEXT,
  ""Score"" TEXT,
  ""Home"" TEXT,
  ""Attendance"" TEXT,
  ""Record"" TEXT,
  ""Points"" TEXT
);","SELECT ""Home"" FROM 2-17190456-7 WHERE ""Points"" = 46",2-17190456-7
Name the most starts for 6 wins,"CREATE TABLE 1-2725949-6 (
  ""Season"" TEXT,
  ""Series"" TEXT,
  ""Team"" TEXT,
  ""Starts"" TEXT,
  ""Wins"" TEXT,
  ""Podiums"" TEXT,
  ""Poles"" TEXT,
  ""Fastest_Laps"" TEXT,
  ""Points"" TEXT,
  ""Place"" TEXT
);","SELECT MAX(""Starts"") FROM 1-2725949-6 WHERE ""Wins"" = 6",1-2725949-6
How many top-10 numbers had a top 25 of more than 6 with less than 2 wins?,"CREATE TABLE 2-1507431-4 (
  ""Tournament"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_10"" TEXT,
  ""Top_25"" TEXT,
  ""Events"" TEXT,
  ""Cuts_made"" TEXT
);","SELECT COUNT(""Top_10"") FROM 2-1507431-4 WHERE ""Top_25"" > 6 AND ""Wins"" < 2",2-1507431-4
What was the score of the game that had more than 8 points?,"CREATE TABLE 2-14294324-2 (
  ""Game"" TEXT,
  ""October"" TEXT,
  ""Opponent"" TEXT,
  ""Score"" TEXT,
  ""Record"" TEXT,
  ""Points"" TEXT
);","SELECT ""Score"" FROM 2-14294324-2 WHERE ""Points"" > 8",2-14294324-2
Who wrote season 23?,"CREATE TABLE 1-2409041-3 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_code"" TEXT
);","SELECT ""Written_by"" FROM 1-2409041-3 WHERE ""No__in_season"" = 23",1-2409041-3
what is the maximum total region with fitzroy being 8047,"CREATE TABLE 1-12570207-1 (
  ""Year"" TEXT,
  ""Total_Region"" TEXT,
  ""Rockhampton"" TEXT,
  ""Livingstone"" TEXT,
  ""Fitzroy"" TEXT,
  ""Mt_Morgan"" TEXT
);","SELECT MAX(""Total_Region"") FROM 1-12570207-1 WHERE ""Fitzroy"" = 8047",1-12570207-1
What chassis has more than 0 points?,"CREATE TABLE 2-1236194-3 (
  ""Year"" TEXT,
  ""Entrant"" TEXT,
  ""Chassis"" TEXT,
  ""Engine"" TEXT,
  ""Points"" TEXT
);","SELECT ""Chassis"" FROM 2-1236194-3 WHERE ""Points"" > 0",2-1236194-3
who is the the candidates with first elected being 1977,"CREATE TABLE 1-1341586-19 (
  ""District"" TEXT,
  ""Incumbent"" TEXT,
  ""Party"" TEXT,
  ""First_elected"" TEXT,
  ""Result"" TEXT,
  ""Candidates"" TEXT
);","SELECT ""Candidates"" FROM 1-1341586-19 WHERE ""First_elected"" = 1977",1-1341586-19
"How many Played that has Losses of 6, and Wins larger than 33?","CREATE TABLE 2-14891198-2 (
  ""Year"" TEXT,
  ""Played"" TEXT,
  ""Wins"" TEXT,
  ""Losses"" TEXT,
  ""No_Result"" TEXT,
  ""__Win"" TEXT
);","SELECT AVG(""Played"") FROM 2-14891198-2 WHERE ""Losses"" = 6 AND ""Wins"" > 33",2-14891198-2
What is the average number of games drawn among the teams that lost over 13 games?,"CREATE TABLE 2-18771190-11 (
  ""Position"" TEXT,
  ""Name"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points"" TEXT
);","SELECT AVG(""Drawn"") FROM 2-18771190-11 WHERE ""Lost"" > 13",2-18771190-11
What is the highest win percentage when there were 23 losses?,"CREATE TABLE 2-15685366-3 (
  ""Season"" TEXT,
  ""Conference"" TEXT,
  ""Division"" TEXT,
  ""Finish"" TEXT,
  ""Wins"" TEXT,
  ""Losses"" TEXT,
  ""Win_"" TEXT
);","SELECT MAX(""Win_"") FROM 2-15685366-3 WHERE ""Losses"" = 23",2-15685366-3
How many times are listed for 31 May for the rider ranked 5?,"CREATE TABLE 1-25220821-4 (
  ""Rank"" TEXT,
  ""Rider"" TEXT,
  ""Sat_29_May"" TEXT,
  ""Mon_31_May"" TEXT,
  ""Tues_1_June"" TEXT,
  ""Wed_2_June"" TEXT,
  ""Thurs_3_June"" TEXT,
  ""Fri_4_June"" TEXT
);","SELECT COUNT(""Mon_31_May"") FROM 1-25220821-4 WHERE ""Rank"" = 5",1-25220821-4
How many different pairs of writers wrote the episode with series number 56?,"CREATE TABLE 1-29584601-1 (
  ""No__in_series"" TEXT,
  ""No__in_season"" TEXT,
  ""Title"" TEXT,
  ""Directed_by"" TEXT,
  ""Written_by"" TEXT,
  ""Original_air_date"" TEXT,
  ""Production_code"" TEXT
);","SELECT COUNT(""Written_by"") FROM 1-29584601-1 WHERE ""No__in_series"" = 56",1-29584601-1
"What is the sum number of Pl GP when the Reg GP was 0, the Rd number was bigger than 8, and the pick number was bigger than 146?","CREATE TABLE 2-11636955-5 (
  ""Rd__"" TEXT,
  ""Pick__"" TEXT,
  ""Player"" TEXT,
  ""Reg_GP"" TEXT,
  ""Pl_GP"" TEXT
);","SELECT COUNT(""Pl_GP"") FROM 2-11636955-5 WHERE ""Reg_GP"" = 0 AND ""Rd__"" > 8 AND ""Pick__"" > 146",2-11636955-5
"Which Points 2 has a Goal Average 1 larger than 1.17, a Goals Against larger than 48, and a Position larger than 6?","CREATE TABLE 2-17359181-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Played"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Goals_For"" TEXT,
  ""Goals_Against"" TEXT,
  ""Goal_Average_1"" TEXT,
  ""Points_2"" TEXT
);","SELECT SUM(""Points_2"") FROM 2-17359181-1 WHERE ""Goal_Average_1"" > 1.17 AND ""Goals_Against"" > 48 AND ""Position"" > 6",2-17359181-1
How many seed entries are there when points are 2175?,"CREATE TABLE 1-29572583-19 (
  ""Seed"" TEXT,
  ""Rank"" TEXT,
  ""Player"" TEXT,
  ""Points"" TEXT,
  ""Points_defending"" TEXT,
  ""Points_won"" TEXT,
  ""New_points"" TEXT,
  ""Status"" TEXT
);","SELECT COUNT(""Seed"") FROM 1-29572583-19 WHERE ""Points"" = 2175",1-29572583-19
What Chassis has more than 0 points?,"CREATE TABLE 2-1236194-3 (
  ""Year"" TEXT,
  ""Entrant"" TEXT,
  ""Chassis"" TEXT,
  ""Engine"" TEXT,
  ""Points"" TEXT
);","SELECT ""Chassis"" FROM 2-1236194-3 WHERE ""Points"" > 0",2-1236194-3
Which composer had a CHR chart peak at #2?,"CREATE TABLE 2-18001849-2 (
  ""Year"" TEXT,
  ""Single"" TEXT,
  ""CHR_chart_peak"" TEXT,
  ""Album"" TEXT,
  ""Composer_s_"" TEXT
);","SELECT ""Composer_s_"" FROM 2-18001849-2 WHERE ""CHR_chart_peak"" = 2",2-18001849-2
Who proceeded to the quarter finals with a points margin of 21?,"CREATE TABLE 1-27986200-3 (
  ""Proceed_to_Quarter_final"" TEXT,
  ""Match_points"" TEXT,
  ""Aggregate_score"" TEXT,
  ""Points_margin"" TEXT,
  ""Eliminated_from_competition"" TEXT
);","SELECT ""Proceed_to_Quarter_final"" FROM 1-27986200-3 WHERE ""Points_margin"" = 21",1-27986200-3
How many games drawn for the team that had 72 goals for?,"CREATE TABLE 1-17357929-1 (
  ""Position"" TEXT,
  ""Team"" TEXT,
  ""Played"" TEXT,
  ""Won"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Goals_For"" TEXT,
  ""Goals_Against"" TEXT,
  ""Goal_Average_1"" TEXT,
  ""Points_2"" TEXT
);","SELECT MAX(""Drawn"") FROM 1-17357929-1 WHERE ""Goals_For"" = 72",1-17357929-1
Which Nickname has Founded of 1954?,"CREATE TABLE 2-16404837-5 (
  ""School"" TEXT,
  ""Location"" TEXT,
  ""Founded"" TEXT,
  ""Affiliation"" TEXT,
  ""Nickname"" TEXT
);","SELECT ""Nickname"" FROM 2-16404837-5 WHERE ""Founded"" = 1954",2-16404837-5
"How many races had 4 podiums, 5 poles and more than 3 Flaps?","CREATE TABLE 2-1694580-1 (
  ""Season"" TEXT,
  ""Race"" TEXT,
  ""Podium"" TEXT,
  ""Pole"" TEXT,
  ""FLap"" TEXT
);","SELECT SUM(""Race"") FROM 2-1694580-1 WHERE ""Podium"" = 4 AND ""Pole"" = 5 AND ""FLap"" > 3",2-1694580-1
What team was he on the year he had 38 points? ,"CREATE TABLE 1-24584486-1 (
  ""Season"" TEXT,
  ""Series"" TEXT,
  ""Team"" TEXT,
  ""Races"" TEXT,
  ""Wins"" TEXT,
  ""Poles"" TEXT,
  ""F_Laps"" TEXT,
  ""Podiums"" TEXT,
  ""Points"" TEXT,
  ""Position"" TEXT
);","SELECT ""Team"" FROM 1-24584486-1 WHERE ""Points"" = 38",1-24584486-1
What is the least amount of field goals made by a player?,"CREATE TABLE 1-14342367-7 (
  ""Player"" TEXT,
  ""Position"" TEXT,
  ""Starter"" TEXT,
  ""Touchdowns"" TEXT,
  ""Extra_points"" TEXT,
  ""Field_goals"" TEXT,
  ""Points"" TEXT
);","SELECT MIN(""Field_goals"") FROM 1-14342367-7",1-14342367-7
What is the draw number of the song with a place lower than 6 and more than 38 votes?,"CREATE TABLE 2-12676284-1 (
  ""Draw"" TEXT,
  ""Artist"" TEXT,
  ""Song"" TEXT,
  ""Votes"" TEXT,
  ""Place"" TEXT
);","SELECT SUM(""Draw"") FROM 2-12676284-1 WHERE ""Place"" > 6 AND ""Votes"" > 38",2-12676284-1
"How many Ties have Wins smaller than 1, and Games of 6, and Losses of 6, and a Season larger than 1941?","CREATE TABLE 2-14417906-3 (
  ""Season"" TEXT,
  ""Team"" TEXT,
  ""Games"" TEXT,
  ""Wins"" TEXT,
  ""Losses"" TEXT,
  ""Ties"" TEXT
);","SELECT COUNT(""Ties"") FROM 2-14417906-3 WHERE ""Wins"" < 1 AND ""Games"" = 6 AND ""Losses"" = 6 AND ""Season"" > 1941",2-14417906-3
"What is the sum of 1891(s), when 1872 is less than 685, and when 1881 is less than 348?","CREATE TABLE 2-16039304-1 (
  ""_1861"" TEXT,
  ""_1866"" TEXT,
  ""_1872"" TEXT,
  ""_1876"" TEXT,
  ""_1881"" TEXT,
  ""_1886"" TEXT,
  ""_1891"" TEXT
);","SELECT SUM(""_1891"") FROM 2-16039304-1 WHERE ""_1872"" < 685 AND ""_1881"" < 348",2-16039304-1
Name the number of assists for 321 minutes ,"CREATE TABLE 1-23184448-4 (
  ""Player"" TEXT,
  ""Games_Played"" TEXT,
  ""Minutes"" TEXT,
  ""Field_Goals"" TEXT,
  ""Three_Pointers"" TEXT,
  ""Free_Throws"" TEXT,
  ""Rebounds"" TEXT,
  ""Assists"" TEXT,
  ""Blocks"" TEXT,
  ""Steals"" TEXT,
  ""Points"" TEXT
);","SELECT COUNT(""Assists"") FROM 1-23184448-4 WHERE ""Minutes"" = 321",1-23184448-4
How many people are listed for high rebounds on game 30?,"CREATE TABLE 1-27723228-8 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT COUNT(""High_rebounds"") FROM 1-27723228-8 WHERE ""Game"" = 30",1-27723228-8
What is the smallest number of episodes in a season?,"CREATE TABLE 1-2113721-7 (
  ""DVD_Name"" TEXT,
  ""Episodes"" TEXT,
  ""Region_1"" TEXT,
  ""Region_2"" TEXT,
  ""Region_4"" TEXT
);","SELECT MIN(""Episodes"") FROM 1-2113721-7",1-2113721-7
How many seconds did the champion who started in 1971 and placed above 2 have?,"CREATE TABLE 2-11775329-3 (
  ""Place"" TEXT,
  ""Name"" TEXT,
  ""From"" TEXT,
  ""Until"" TEXT,
  ""Titles"" TEXT,
  ""Seconds"" TEXT,
  ""Thirds"" TEXT
);","SELECT ""Seconds"" FROM 2-11775329-3 WHERE ""From"" > 1971 AND ""Place"" < 2",2-11775329-3
"What is the lowest 4 hoops, 2 clubs of the nation with a total of 38.25?","CREATE TABLE 2-14926204-6 (
  ""Place"" TEXT,
  ""Nation"" TEXT,
  ""_6_Ropes"" TEXT,
  ""_4_Hoops__2_Clubs"" TEXT,
  ""Total"" TEXT
);","SELECT MIN(""_4_Hoops__2_Clubs"") FROM 2-14926204-6 WHERE ""Total"" = 38.25",2-14926204-6
What is the lowest octal with a 30 hexadecimal and less than 0 glyphs?,"CREATE TABLE 2-1786-1 (
  ""Binary"" TEXT,
  ""Octal"" TEXT,
  ""Decimal"" TEXT,
  ""Hexadecimal"" TEXT,
  ""Glyph"" TEXT
);","SELECT MIN(""Octal"") FROM 2-1786-1 WHERE ""Hexadecimal"" = 30 AND ""Glyph"" < 0",2-1786-1
"In 2004, what is the Dance?","CREATE TABLE 2-10996831-1 (
  ""Year"" TEXT,
  ""Film_Video"" TEXT,
  ""Visual_Arts"" TEXT,
  ""Theatre"" TEXT,
  ""Dance"" TEXT,
  ""Music"" TEXT
);","SELECT ""Dance"" FROM 2-10996831-1 WHERE ""Year"" = 2004",2-10996831-1
Tell me the average bronze for total less than 4 and silver more than 0,"CREATE TABLE 2-10910853-5 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT AVG(""Bronze"") FROM 2-10910853-5 WHERE ""Total"" < 4 AND ""Silver"" > 0",2-10910853-5
What is the call sign of the MHz Frequency less than 94.9 and an ERP W of 170?,"CREATE TABLE 2-14203256-2 (
  ""Call_sign"" TEXT,
  ""Frequency_MHz"" TEXT,
  ""City_of_license"" TEXT,
  ""ERP_W"" TEXT,
  ""Class"" TEXT,
  ""FCC_info"" TEXT
);","SELECT ""Call_sign"" FROM 2-14203256-2 WHERE ""Frequency_MHz"" < 94.9 AND ""ERP_W"" = 170",2-14203256-2
"What record has points greater than 39, with 38 as the game?","CREATE TABLE 2-14173105-5 (
  ""Game"" TEXT,
  ""December"" TEXT,
  ""Opponent"" TEXT,
  ""Score"" TEXT,
  ""Record"" TEXT,
  ""Points"" TEXT
);","SELECT ""Record"" FROM 2-14173105-5 WHERE ""Points"" > 39 AND ""Game"" = 38",2-14173105-5
What was the share of votes when there were more than 56 electors and the year was more recent than 1950?,"CREATE TABLE 2-1517649-5 (
  ""Year"" TEXT,
  ""Electors"" TEXT,
  ""Votes"" TEXT,
  ""Share_of_votes"" TEXT,
  ""Candidate"" TEXT
);","SELECT ""Share_of_votes"" FROM 2-1517649-5 WHERE ""Electors"" > 56 AND ""Year"" > 1950",2-1517649-5
What was the score of game 35?,"CREATE TABLE 1-17102076-7 (
  ""Game"" TEXT,
  ""Date"" TEXT,
  ""Team"" TEXT,
  ""Score"" TEXT,
  ""High_points"" TEXT,
  ""High_rebounds"" TEXT,
  ""High_assists"" TEXT,
  ""Location_Attendance"" TEXT,
  ""Record"" TEXT
);","SELECT ""Score"" FROM 1-17102076-7 WHERE ""Game"" = 35",1-17102076-7
Which Games is the highest one that has a Drawn smaller than 0?,"CREATE TABLE 2-14077084-9 (
  ""Games"" TEXT,
  ""Drawn"" TEXT,
  ""Lost"" TEXT,
  ""Points_difference"" TEXT,
  ""Points"" TEXT
);","SELECT MAX(""Games"") FROM 2-14077084-9 WHERE ""Drawn"" < 0",2-14077084-9
What is the name of the player when n is 28?,"CREATE TABLE 1-22810095-8 (
  ""N"" TEXT,
  ""P"" TEXT,
  ""Name"" TEXT,
  ""EU"" TEXT,
  ""Country"" TEXT,
  ""Age"" TEXT,
  ""Type"" TEXT,
  ""Moving_from"" TEXT,
  ""Transfer_window"" TEXT,
  ""Ends"" TEXT,
  ""Transfer_fee"" TEXT,
  ""Source"" TEXT
);","SELECT ""Name"" FROM 1-22810095-8 WHERE ""N"" = 28",1-22810095-8
Which wins have less than 1 bye?,"CREATE TABLE 2-17982205-1 (
  ""Club"" TEXT,
  ""Wins"" TEXT,
  ""Byes"" TEXT,
  ""Losses"" TEXT,
  ""Against"" TEXT
);","SELECT MAX(""Wins"") FROM 2-17982205-1 WHERE ""Byes"" < 1",2-17982205-1
"Can you tell me the lowest Long that has the Gain of 20, and the Loss smaller than 0?","CREATE TABLE 2-16813505-19 (
  ""Name"" TEXT,
  ""Gain"" TEXT,
  ""Loss"" TEXT,
  ""Long"" TEXT,
  ""Avg_g"" TEXT
);","SELECT MIN(""Long"") FROM 2-16813505-19 WHERE ""Gain"" = 20 AND ""Loss"" < 0",2-16813505-19
who was position 3 in 2007-2008?,"CREATE TABLE 1-22591910-4 (
  ""Position"" TEXT,
  ""_2005_2006"" TEXT,
  ""_2006_2007"" TEXT,
  ""_2007_2008"" TEXT,
  ""_2008_2009"" TEXT,
  ""_2009_2010"" TEXT
);","SELECT ""_2007_2008"" FROM 1-22591910-4 WHERE ""Position"" = 3",1-22591910-4
 how many points (total 500) with pos being 11,"CREATE TABLE 1-14460937-2 (
  ""Pos"" TEXT,
  ""Member_Association"" TEXT,
  ""Points__total_500_"" TEXT,
  ""Clubs"" TEXT,
  ""Group_stage"" TEXT,
  ""Play_off"" TEXT,
  ""AFC_Cup"" TEXT
);","SELECT COUNT(""Points__total_500_"") FROM 1-14460937-2 WHERE ""Pos"" = 11",1-14460937-2
How many matches has 51 draws and more than 6 against?,"CREATE TABLE 2-17639363-13 (
  ""Matches"" TEXT,
  ""Wins"" TEXT,
  ""Draw"" TEXT,
  ""Losses"" TEXT,
  ""Against"" TEXT
);","SELECT SUM(""Matches"") FROM 2-17639363-13 WHERE ""Against"" > 6 AND ""Draw"" = 51",2-17639363-13
"If the district ID is 74907, what is the name of the district?","CREATE TABLE 1-22665117-1 (
  ""District_name"" TEXT,
  ""Dist__ID"" TEXT,
  ""ISD"" TEXT,
  ""County"" TEXT,
  ""Authorizing_agency"" TEXT,
  ""Date_opened"" TEXT,
  ""Services"" TEXT
);","SELECT ""District_name"" FROM 1-22665117-1 WHERE ""Dist__ID"" = 74907",1-22665117-1
What is the Rank of the Swimmer in Lane 5?,"CREATE TABLE 2-18624623-4 (
  ""Rank"" TEXT,
  ""Lane"" TEXT,
  ""Name"" TEXT,
  ""Nationality"" TEXT,
  ""Time"" TEXT
);","SELECT AVG(""Rank"") FROM 2-18624623-4 WHERE ""Lane"" = 5",2-18624623-4
I want to know the total for silver more than 0 with bronze more than 21 and gold more than 29,"CREATE TABLE 2-10910853-5 (
  ""Rank"" TEXT,
  ""Nation"" TEXT,
  ""Gold"" TEXT,
  ""Silver"" TEXT,
  ""Bronze"" TEXT,
  ""Total"" TEXT
);","SELECT COUNT(""Total"") FROM 2-10910853-5 WHERE ""Silver"" > 0 AND ""Bronze"" > 21 AND ""Gold"" > 29",2-10910853-5
What is the lowest wickets?,"CREATE TABLE 1-27268238-5 (
  ""Player"" TEXT,
  ""Team"" TEXT,
  ""Matches"" TEXT,
  ""Overs"" TEXT,
  ""Wickets"" TEXT,
  ""Average"" TEXT,
  ""Economy"" TEXT,
  ""BBI"" TEXT,
  ""_4wi"" TEXT,
  ""_5wi"" TEXT
);","SELECT MIN(""Wickets"") FROM 1-27268238-5",1-27268238-5
WHich Evening Gown has a Swimsuit smaller than 7.99 and a Interview larger than 7.98?,"CREATE TABLE 2-15081939-4 (
  ""Province"" TEXT,
  ""Swimsuit"" TEXT,
  ""Evening_Gown"" TEXT,
  ""Interview"" TEXT,
  ""Average"" TEXT
);","SELECT AVG(""Evening_Gown"") FROM 2-15081939-4 WHERE ""Swimsuit"" < 7.99 AND ""Interview"" > 7.98",2-15081939-4
What is the average win with a top 5 greater than 2 and a top 10 less than 5?,"CREATE TABLE 2-1708014-2 (
  ""Year"" TEXT,
  ""Starts"" TEXT,
  ""Wins"" TEXT,
  ""Top_5"" TEXT,
  ""Top_10"" TEXT,
  ""Poles"" TEXT,
  ""Avg__Start"" TEXT,
  ""Avg__Finish"" TEXT,
  ""Winnings"" TEXT,
  ""Position"" TEXT,
  ""Team_s_"" TEXT
);","SELECT AVG(""Wins"") FROM 2-1708014-2 WHERE ""Top_5"" > 2 AND ""Top_10"" < 5",2-1708014-2
"What is the highest Sack with an Assisted larger than 4, with TD's smaller than 0?","CREATE TABLE 2-11939336-6 (
  ""Player"" TEXT,
  ""Tackles"" TEXT,
  ""Solo"" TEXT,
  ""Assisted"" TEXT,
  ""Sack"" TEXT,
  ""Yards"" TEXT,
  ""TD_s"" TEXT
);","SELECT MAX(""Sack"") FROM 2-11939336-6 WHERE ""Assisted"" > 4 AND ""TD_s"" < 0",2-11939336-6
How tall is the structure built in 1907?,"CREATE TABLE 2-17961233-1 (
  ""Rank"" TEXT,
  ""Name"" TEXT,
  ""Height_ft__m_"" TEXT,
  ""Floors"" TEXT,
  ""Year"" TEXT
);","SELECT ""Height_ft__m_"" FROM 2-17961233-1 WHERE ""Year"" = 1907",2-17961233-1
What is the smallest number of tries for in a game?,"CREATE TABLE 1-16770037-3 (
  ""Team"" TEXT,
  ""P"" TEXT,
  ""W"" TEXT,
  ""D"" TEXT,
  ""L"" TEXT,
  ""Tries_for"" TEXT,
  ""Tries_against"" TEXT,
  ""Try_diff"" TEXT,
  ""Points_for"" TEXT,
  ""Points_against"" TEXT,
  ""Points_diff"" TEXT,
  ""Pts"" TEXT
);","SELECT MIN(""Tries_for"") FROM 1-16770037-3",1-16770037-3
When total goals is 11 what was the league apps (sub)?,"CREATE TABLE 1-1112176-1 (
  ""Season"" TEXT,
  ""Division"" TEXT,
  ""League_Apps__Sub_"" TEXT,
  ""League_Goals"" TEXT,
  ""FA_Cup_Apps__Sub_"" TEXT,
  ""FA_Cup_Goals"" TEXT,
  ""FL_Cup_Apps__Sub_"" TEXT,
  ""FL_Cup_Goals"" TEXT,
  ""Other_Apps"" TEXT,
  ""Other_Goals"" TEXT,
  ""Total_Apps__Sub_"" TEXT,
  ""Total_Goals"" TEXT
);","SELECT MAX(""League_Apps__Sub_"") FROM 1-1112176-1 WHERE ""Total_Goals"" = 11",1-1112176-1
What is the ranked 5 mountain range?,"CREATE TABLE 2-11976313-5 (
  ""Rank"" TEXT,
  ""Mountain_Peak"" TEXT,
  ""State"" TEXT,
  ""Mountain_Range"" TEXT,
  ""Location"" TEXT
);","SELECT ""Mountain_Range"" FROM 2-11976313-5 WHERE ""Rank"" = 5",2-11976313-5
What is the total round with pick of 109?,"CREATE TABLE 2-17261417-1 (
  ""Round"" TEXT,
  ""Pick"" TEXT,
  ""Player"" TEXT,
  ""Nationality"" TEXT,
  ""School_Club_Team"" TEXT
);","SELECT SUM(""Round"") FROM 2-17261417-1 WHERE ""Pick"" = 109",2-17261417-1
what's the naturalisation by marriage with regbeingtration of a minor child being 114,"CREATE TABLE 1-11214212-1 (
  ""Year"" TEXT,
  ""Numer_of_Jamaicans_granted_British_citizenship"" TEXT,
  ""Naturalisation_by_residence"" TEXT,
  ""Naturalisation_by_marriage"" TEXT,
  ""Registration_of_a_minor_child"" TEXT,
  ""Registration_by_other_means"" TEXT
);","SELECT ""Naturalisation_by_marriage"" FROM 1-11214212-1 WHERE ""Registration_of_a_minor_child"" = 114",1-11214212-1
"According to the 2010 census, what was the population for the federal state that had less than -6 deputies required ignoring the limits?","CREATE TABLE 2-1589485-1 (
  ""Federal_State"" TEXT,
  ""Number_of_Members"" TEXT,
  ""__Of_total_Members"" TEXT,
  ""Population__on_the_census_also_called_Censo_2010_"" TEXT,
  ""__Of_the_population__Censo_2010_"" TEXT,
  ""Representativeness__Inhabitants___Mr_"" TEXT,
  ""Representatives_of_national_average"" TEXT,
  ""Deputies_required_ignoring_the_limits"" TEXT
);","SELECT ""Population__on_the_census_also_called_Censo_2010_"" FROM 2-1589485-1 WHERE ""Deputies_required_ignoring_the_limits"" < -6",2-1589485-1
What series had more than 10 Podiums?,"CREATE TABLE 2-15570607-1 (
  ""Season"" TEXT,
  ""Series"" TEXT,
  ""Team"" TEXT,
  ""Races"" TEXT,
  ""Wins"" TEXT,
  ""Poles"" TEXT,
  ""Podiums"" TEXT,
  ""Points"" TEXT,
  ""Position"" TEXT
);","SELECT ""Series"" FROM 2-15570607-1 WHERE ""Podiums"" > 10",2-15570607-1
Where did the Oakland Raiders play in week 12 of their 1976 season?,"CREATE TABLE 2-12293930-12 (
  ""Week"" TEXT,
  ""Opponent"" TEXT,
  ""Result"" TEXT,
  ""Game_site"" TEXT,
  ""Attendance"" TEXT
);","SELECT ""Game_site"" FROM 2-12293930-12 WHERE ""Week"" = 12",2-12293930-12
Who were the candidates that ran when Jim Moody was up for reelection after 1982?,"CREATE TABLE 1-1341577-50 (
  ""District"" TEXT,
  ""Incumbent"" TEXT,
  ""Party"" TEXT,
  ""First_elected"" TEXT,
  ""Result"" TEXT,
  ""Candidates"" TEXT
);","SELECT ""Candidates"" FROM 1-1341577-50 WHERE ""First_elected"" = 1982",1-1341577-50
"Which Class Pos have Laps smaller than 304, and a Year after 2001?","CREATE TABLE 2-12734682-2 (
  ""Year"" TEXT,
  ""Class"" TEXT,
  ""Tyres"" TEXT,
  ""Team"" TEXT,
  ""Co_Drivers"" TEXT,
  ""Laps"" TEXT,
  ""Pos_"" TEXT,
  ""Class_Pos_"" TEXT
);","SELECT ""Class_Pos_"" FROM 2-12734682-2 WHERE ""Laps"" < 304 AND ""Year"" > 2001",2-12734682-2
What is the assists total number if the minutes is 1?,"CREATE TABLE 1-24807406-1 (
  ""Name"" TEXT,
  ""Nationality"" TEXT,
  ""Position"" TEXT,
  ""Sky_Blue_FC_career"" TEXT,
  ""Appearances"" TEXT,
  ""Starts"" TEXT,
  ""Minutes"" TEXT,
  ""Goals"" TEXT,
  ""Assists"" TEXT
);","SELECT COUNT(""Assists"") FROM 1-24807406-1 WHERE ""Minutes"" = 1",1-24807406-1
How few losses were the least number of losses and points higher than 23?,"CREATE TABLE 2-15447701-1 (
  ""Team"" TEXT,
  ""Match"" TEXT,
  ""Points"" TEXT,
  ""Draw"" TEXT,
  ""Lost"" TEXT
);","SELECT MIN(""Lost"") FROM 2-15447701-1 WHERE ""Points"" > 23",2-15447701-1
